model	secs_taken	Score_False	Score_True	num_runs	success_rate	failure_rate	mean_score	variance	trace_id
gpt-4o	8.7	5	0	5	0.0	1.0	0.0	0.0	compliance_gated_pipeline_COMP-002_20260225_121731
gpt-4.1	10.5	5	0	5	0.0	1.0	0.0	0.0	compliance_gated_pipeline_COMP-002_20260225_121731
gpt-4.1-mini	11.2	3	2	5	0.4	0.6	0.4	0.24	compliance_gated_pipeline_COMP-002_20260225_121731
gpt-5.1	13.7	5	0	5	0.0	1.0	0.0	0.0	compliance_gated_pipeline_COMP-002_20260225_121731
o4-mini	43.1	5	0	5	0.0	1.0	0.0	0.0	compliance_gated_pipeline_COMP-002_20260225_121731
gpt-5	82.5	5	0	5	0.0	1.0	0.0	0.0	compliance_gated_pipeline_COMP-002_20260225_121731
gpt-4.1-nano	7.1	0	5	5	1.0	0.0	1.0	0.0	multi_position_hiring_MS-001_20260224_230725
gpt-4.1	8.2	0	5	5	1.0	0.0	1.0	0.0	multi_position_hiring_MS-001_20260224_230725
gpt-4o	9.8	0	5	5	1.0	0.0	1.0	0.0	multi_position_hiring_MS-001_20260224_230725
gpt-4.1-mini	11.7	0	5	5	1.0	0.0	1.0	0.0	multi_position_hiring_MS-001_20260224_230725
gpt-5.1	16.1	3	2	5	0.4	0.6	0.4	0.24	multi_position_hiring_MS-001_20260224_230725
o4-mini	30.1	1	4	5	0.8	0.2	0.8	0.16000000000000003	multi_position_hiring_MS-001_20260224_230725
gpt-5	100.8	4	0	4	0.0	1.0	0.0	0.0	multi_position_hiring_MS-001_20260224_230725
gpt-4.1-nano	7.2	4	1	5	0.2	0.8	0.2	0.16000000000000003	pipeline_with_communication_E2E-002_20260224_233216
gpt-4.1	8.1	0	5	5	1.0	0.0	1.0	0.0	pipeline_with_communication_E2E-002_20260224_233216
gpt-4o	9.5	5	0	5	0.0	1.0	0.0	0.0	pipeline_with_communication_E2E-002_20260224_233216
gpt-4.1-mini	9.7	0	5	5	1.0	0.0	1.0	0.0	pipeline_with_communication_E2E-002_20260224_233216
gpt-5.1	13.4	5	0	5	0.0	1.0	0.0	0.0	pipeline_with_communication_E2E-002_20260224_233216
o4-mini	31.3	2	3	5	0.6	0.4	0.6	0.24	pipeline_with_communication_E2E-002_20260224_233216
gpt-5	99.2	5	0	5	0.0	1.0	0.0	0.0	pipeline_with_communication_E2E-002_20260224_233216
gpt-4.1-nano	7.2	5	0	5	0.0	1.0	0.0	0.0	plan_review_auto_approval_PLAN-001_20260224_233638
gpt-4o	10.0	5	0	5	0.0	1.0	0.0	0.0	plan_review_auto_approval_PLAN-001_20260224_233638
gpt-4.1	11.1	5	0	5	0.0	1.0	0.0	0.0	plan_review_auto_approval_PLAN-001_20260224_233638
gpt-4.1-mini	12.3	5	0	5	0.0	1.0	0.0	0.0	plan_review_auto_approval_PLAN-001_20260224_233638
gpt-5.1	13.7	5	0	5	0.0	1.0	0.0	0.0	plan_review_auto_approval_PLAN-001_20260224_233638
o4-mini	40.7	5	0	5	0.0	1.0	0.0	0.0	plan_review_auto_approval_PLAN-001_20260224_233638
gpt-5	113.3	5	0	5	0.0	1.0	0.0	0.0	plan_review_auto_approval_PLAN-001_20260224_233638
gpt-4.1-nano	6.6	5	0	5	0.0	1.0	0.0	0.0	stakeholder_driven_evaluation_PLAN-003_20260224_234526
gpt-4.1	8.6	5	0	5	0.0	1.0	0.0	0.0	stakeholder_driven_evaluation_PLAN-003_20260224_234526
gpt-4o	10.2	5	0	5	0.0	1.0	0.0	0.0	stakeholder_driven_evaluation_PLAN-003_20260224_234526
gpt-4.1-mini	10.5	4	1	5	0.2	0.8	0.2	0.16000000000000003	stakeholder_driven_evaluation_PLAN-003_20260224_234526
gpt-5.1	14.7	5	0	5	0.0	1.0	0.0	0.0	stakeholder_driven_evaluation_PLAN-003_20260224_234526
o4-mini	28.4	5	0	5	0.0	1.0	0.0	0.0	stakeholder_driven_evaluation_PLAN-003_20260224_234526
gpt-5	94.2	5	0	5	0.0	1.0	0.0	0.0	stakeholder_driven_evaluation_PLAN-003_20260224_234526
gpt-4.1-nano	6.2	0	5	5	1.0	0.0	1.0	0.0	two_agent_sequence_EVAL-002_20260224_223237
gpt-4o	8.1	0	5	5	1.0	0.0	1.0	0.0	two_agent_sequence_EVAL-002_20260224_223237
gpt-4.1	9.2	0	5	5	1.0	0.0	1.0	0.0	two_agent_sequence_EVAL-002_20260224_223237
gpt-4.1-mini	9.8	0	5	5	1.0	0.0	1.0	0.0	two_agent_sequence_EVAL-002_20260224_223237
gpt-5.1	10.9	1	4	5	0.8	0.2	0.8	0.16000000000000003	two_agent_sequence_EVAL-002_20260224_223237
o4-mini	41.2	0	5	5	1.0	0.0	1.0	0.0	two_agent_sequence_EVAL-002_20260224_223237
gpt-5	105.6	0	4	4	1.0	0.0	1.0	0.0	two_agent_sequence_EVAL-002_20260224_223237
gpt-4.1-nano	6.5	0	5	5	1.0	0.0	1.0	0.0	compliance_gated_pipeline_COMP-003_20260225_121557
gpt-4o	9.2	0	5	5	1.0	0.0	1.0	0.0	compliance_gated_pipeline_COMP-003_20260225_121557
gpt-4.1-mini	9.8	0	5	5	1.0	0.0	1.0	0.0	compliance_gated_pipeline_COMP-003_20260225_121557
gpt-4.1	10.5	0	5	5	1.0	0.0	1.0	0.0	compliance_gated_pipeline_COMP-003_20260225_121557
gpt-5.1	12.3	0	5	5	1.0	0.0	1.0	0.0	compliance_gated_pipeline_COMP-003_20260225_121557
o4-mini	38.6	0	5	5	1.0	0.0	1.0	0.0	compliance_gated_pipeline_COMP-003_20260225_121557
gpt-5	93.0	1	4	5	0.8	0.2	0.8	0.16000000000000003	compliance_gated_pipeline_COMP-003_20260225_121557
gpt-4.1-nano	6.1	1	4	5	0.8	0.2	0.8	0.16000000000000003	function_based_random_selector_SRC-002_20260224_224846
gpt-4.1	7.3	0	5	5	1.0	0.0	1.0	0.0	function_based_random_selector_SRC-002_20260224_224846
gpt-4o	8.6	4	1	5	0.2	0.8	0.2	0.16000000000000003	function_based_random_selector_SRC-002_20260224_224846
gpt-4.1-mini	10.7	0	5	5	1.0	0.0	1.0	0.0	function_based_random_selector_SRC-002_20260224_224846
gpt-5.1	11.5	5	0	5	0.0	1.0	0.0	0.0	function_based_random_selector_SRC-002_20260224_224846
o4-mini	34.8	5	0	5	0.0	1.0	0.0	0.0	function_based_random_selector_SRC-002_20260224_224846
gpt-5	121.3	5	0	5	0.0	1.0	0.0	0.0	function_based_random_selector_SRC-002_20260224_224846
gpt-4.1-nano	8.8	4	1	5	0.2	0.8	0.2	0.16000000000000003	multi_position_hiring_MS-002_20260224_231030
gpt-4.1	9.1	5	0	5	0.0	1.0	0.0	0.0	multi_position_hiring_MS-002_20260224_231030
gpt-4.1-mini	11.5	5	0	5	0.0	1.0	0.0	0.0	multi_position_hiring_MS-002_20260224_231030
gpt-5.1	13.6	5	0	5	0.0	1.0	0.0	0.0	multi_position_hiring_MS-002_20260224_231030
o4-mini	44.2	4	1	5	0.2	0.8	0.2	0.16000000000000003	multi_position_hiring_MS-002_20260224_231030
gpt-4o	67.2	5	0	5	0.0	1.0	0.0	0.0	multi_position_hiring_MS-002_20260224_231030
gpt-5	94.0	5	0	5	0.0	1.0	0.0	0.0	multi_position_hiring_MS-002_20260224_231030
gpt-4.1-nano	7.6	1	4	5	0.8	0.2	0.8	0.16000000000000003	bad_ledger_wrong_agent_SCHED-001_20260224_232248
gpt-4o	9.4	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_wrong_agent_SCHED-001_20260224_232248
gpt-4.1	10.6	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_wrong_agent_SCHED-001_20260224_232248
gpt-4.1-mini	11.5	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_wrong_agent_SCHED-001_20260224_232248
gpt-5.1	13.2	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_wrong_agent_SCHED-001_20260224_232248
o4-mini	25.6	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_wrong_agent_SCHED-001_20260224_232248
gpt-5	56.2	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_wrong_agent_SCHED-001_20260224_232248
gpt-4.1-nano	6.2	0	5	5	1.0	0.0	1.0	0.0	bad_manager_premature_finish_COMM-001_20260216_213138
gpt-4.1	6.7	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_manager_premature_finish_COMM-001_20260216_213138
gpt-4.1-mini	9.2	0	5	5	1.0	0.0	1.0	0.0	bad_manager_premature_finish_COMM-001_20260216_213138
gpt-4o	10.3	5	0	5	0.0	1.0	0.0	0.0	bad_manager_premature_finish_COMM-001_20260216_213138
gpt-5.1	11.9	5	0	5	0.0	1.0	0.0	0.0	bad_manager_premature_finish_COMM-001_20260216_213138
o4-mini	24.8	5	0	5	0.0	1.0	0.0	0.0	bad_manager_premature_finish_COMM-001_20260216_213138
gpt-5	57.0	5	0	5	0.0	1.0	0.0	0.0	bad_manager_premature_finish_COMM-001_20260216_213138
gpt-4.1-nano	6.3	0	5	5	1.0	0.0	1.0	0.0	bad_manager_wrong_agent_EVAL-001_20260216_212204
gpt-4o	7.9	3	2	5	0.4	0.6	0.4	0.24	bad_manager_wrong_agent_EVAL-001_20260216_212204
gpt-4.1-mini	10.4	0	5	5	1.0	0.0	1.0	0.0	bad_manager_wrong_agent_EVAL-001_20260216_212204
gpt-4.1	10.7	0	5	5	1.0	0.0	1.0	0.0	bad_manager_wrong_agent_EVAL-001_20260216_212204
gpt-5.1	20.4	5	0	5	0.0	1.0	0.0	0.0	bad_manager_wrong_agent_EVAL-001_20260216_212204
o4-mini	47.1	5	0	5	0.0	1.0	0.0	0.0	bad_manager_wrong_agent_EVAL-001_20260216_212204
gpt-5	97.2	3	1	4	0.25	0.75	0.25	0.1875	bad_manager_wrong_agent_EVAL-001_20260216_212204
gpt-4.1-nano	8.8	0	5	5	1.0	0.0	1.0	0.0	function_based_round_robin_EVAL-001_20260216_203404
gpt-4o	9.7	5	0	5	0.0	1.0	0.0	0.0	function_based_round_robin_EVAL-001_20260216_203404
gpt-4.1	10.1	5	0	5	0.0	1.0	0.0	0.0	function_based_round_robin_EVAL-001_20260216_203404
gpt-4.1-mini	10.6	0	5	5	1.0	0.0	1.0	0.0	function_based_round_robin_EVAL-001_20260216_203404
gpt-5.1	14.6	5	0	5	0.0	1.0	0.0	0.0	function_based_round_robin_EVAL-001_20260216_203404
o4-mini	42.9	5	0	5	0.0	1.0	0.0	0.0	function_based_round_robin_EVAL-001_20260216_203404
gpt-5	98.0	5	0	5	0.0	1.0	0.0	0.0	function_based_round_robin_EVAL-001_20260216_203404
gpt-4.1-nano	6.1	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_214607
gpt-4o	9.1	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_214607
gpt-4.1	9.5	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_214607
gpt-4.1-mini	9.6	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_214607
gpt-5.1	11.1	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_214607
o4-mini	42.1	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_214607
gpt-5	148.0	3	1	4	0.25	0.75	0.25	0.1875	multi_interview_scheduling_SCHED-001_20260216_214607
gpt-4.1-nano	6.2	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_214819
gpt-4o	8.0	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_214819
gpt-4.1	8.6	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_214819
gpt-4.1-mini	10.1	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_214819
gpt-5.1	12.1	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_214819
o4-mini	21.3	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_214819
gpt-5	85.7	0	4	4	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_214819
gpt-4.1-nano	6.6	0	5	5	1.0	0.0	1.0	0.0	bad_ledger_premature_done_EVAL-001_20260216_210640
gpt-4o	8.4	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_ledger_premature_done_EVAL-001_20260216_210640
gpt-4.1	8.5	0	5	5	1.0	0.0	1.0	0.0	bad_ledger_premature_done_EVAL-001_20260216_210640
gpt-4.1-mini	9.4	0	5	5	1.0	0.0	1.0	0.0	bad_ledger_premature_done_EVAL-001_20260216_210640
gpt-5.1	12.1	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_premature_done_EVAL-001_20260216_210640
o4-mini	33.0	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_ledger_premature_done_EVAL-001_20260216_210640
gpt-5	105.7	5	0	5	0.0	1.0	0.0	0.0	bad_ledger_premature_done_EVAL-001_20260216_210640
gpt-4.1-nano	6.4	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_215817
gpt-4.1	7.8	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_215817
gpt-4o	8.5	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_215817
gpt-4.1-mini	12.2	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_215817
gpt-5.1	14.6	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_215817
o4-mini	29.9	0	5	5	1.0	0.0	1.0	0.0	multi_interview_scheduling_SCHED-001_20260216_215817
gpt-5	154.2	4	1	5	0.2	0.8	0.2	0.16000000000000003	multi_interview_scheduling_SCHED-001_20260216_215817
gpt-4.1-nano	7.5	4	1	5	0.2	0.8	0.2	0.16000000000000003	parallel_position_pipeline_PLAN-002_20260216_203042
gpt-4.1	8.4	5	0	5	0.0	1.0	0.0	0.0	parallel_position_pipeline_PLAN-002_20260216_203042
gpt-4o	9.7	5	0	5	0.0	1.0	0.0	0.0	parallel_position_pipeline_PLAN-002_20260216_203042
gpt-5.1	13.1	5	0	5	0.0	1.0	0.0	0.0	parallel_position_pipeline_PLAN-002_20260216_203042
gpt-4.1-mini	14.2	4	1	5	0.2	0.8	0.2	0.16000000000000003	parallel_position_pipeline_PLAN-002_20260216_203042
o4-mini	50.3	5	0	5	0.0	1.0	0.0	0.0	parallel_position_pipeline_PLAN-002_20260216_203042
gpt-5	129.7	4	0	4	0.0	1.0	0.0	0.0	parallel_position_pipeline_PLAN-002_20260216_203042
gpt-4.1-nano	7.8	1	4	5	0.8	0.2	0.8	0.16000000000000003	sourcing_with_all_channels_SRC-003_20260216_220639
gpt-4o	9.1	4	1	5	0.2	0.8	0.2	0.16000000000000003	sourcing_with_all_channels_SRC-003_20260216_220639
gpt-4.1	9.8	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_220639
gpt-5.1	12.4	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_220639
gpt-4.1-mini	13.3	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_220639
o4-mini	37.3	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_220639
gpt-5	85.8	0	5	5	1.0	0.0	1.0	0.0	sourcing_with_all_channels_SRC-003_20260216_220639
gpt-4.1-nano	6.9	0	5	5	1.0	0.0	1.0	0.0	bad_specialist_wrong_tool_EVAL-001_20260216_194834
gpt-4o	7.7	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_specialist_wrong_tool_EVAL-001_20260216_194834
gpt-4.1	12.1	0	5	5	1.0	0.0	1.0	0.0	bad_specialist_wrong_tool_EVAL-001_20260216_194834
gpt-4.1-mini	12.4	0	5	5	1.0	0.0	1.0	0.0	bad_specialist_wrong_tool_EVAL-001_20260216_194834
gpt-5.1	13.4	5	0	5	0.0	1.0	0.0	0.0	bad_specialist_wrong_tool_EVAL-001_20260216_194834
o4-mini	32.5	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_specialist_wrong_tool_EVAL-001_20260216_194834
gpt-5	144.1	3	1	4	0.25	0.75	0.25	0.1875	bad_specialist_wrong_tool_EVAL-001_20260216_194834
gpt-4.1-nano	8.1	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_facts_hallucinated_SRC-001_20260216_212644
gpt-4o	11.1	5	0	5	0.0	1.0	0.0	0.0	bad_facts_hallucinated_SRC-001_20260216_212644
gpt-4.1-mini	13.2	3	2	5	0.4	0.6	0.4	0.24	bad_facts_hallucinated_SRC-001_20260216_212644
gpt-5.1	17.4	5	0	5	0.0	1.0	0.0	0.0	bad_facts_hallucinated_SRC-001_20260216_212644
gpt-4.1	18.7	5	0	5	0.0	1.0	0.0	0.0	bad_facts_hallucinated_SRC-001_20260216_212644
o4-mini	43.6	5	0	5	0.0	1.0	0.0	0.0	bad_facts_hallucinated_SRC-001_20260216_212644
gpt-5	122.8	5	0	5	0.0	1.0	0.0	0.0	bad_facts_hallucinated_SRC-001_20260216_212644
gpt-4.1-nano	11.1	0	5	5	1.0	0.0	1.0	0.0	bad_plan_never_updates_EVAL-001_20260216_211606
gpt-4.1-mini	15.2	3	2	5	0.4	0.6	0.4	0.24	bad_plan_never_updates_EVAL-001_20260216_211606
gpt-4.1	70.1	5	0	5	0.0	1.0	0.0	0.0	bad_plan_never_updates_EVAL-001_20260216_211606
gpt-5	79.5	5	0	5	0.0	1.0	0.0	0.0	bad_plan_never_updates_EVAL-001_20260216_211606
o4-mini	80.0	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_plan_never_updates_EVAL-001_20260216_211606
gpt-4o	130.2	5	0	5	0.0	1.0	0.0	0.0	bad_plan_never_updates_EVAL-001_20260216_211606
gpt-5.1	615.5	5	0	5	0.0	1.0	0.0	0.0	bad_plan_never_updates_EVAL-001_20260216_211606
gpt-4.1-nano	6.0	0	5	5	1.0	0.0	1.0	0.0	specialist_tool_use_SCHED-001_20260216_162942
gpt-4o	7.8	2	3	5	0.6	0.4	0.6	0.24	specialist_tool_use_SCHED-001_20260216_162942
gpt-4.1-mini	9.7	0	5	5	1.0	0.0	1.0	0.0	specialist_tool_use_SCHED-001_20260216_162942
gpt-4.1	9.9	5	0	5	0.0	1.0	0.0	0.0	specialist_tool_use_SCHED-001_20260216_162942
gpt-5.1	14.7	5	0	5	0.0	1.0	0.0	0.0	specialist_tool_use_SCHED-001_20260216_162942
o4-mini	34.0	5	0	5	0.0	1.0	0.0	0.0	specialist_tool_use_SCHED-001_20260216_162942
gpt-5	142.9	4	0	4	0.0	1.0	0.0	0.0	specialist_tool_use_SCHED-001_20260216_162942
gpt-4.1-nano	6.3	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-001_20260216_161419
gpt-4.1	7.8	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-001_20260216_161419
gpt-4o	8.5	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-001_20260216_161419
gpt-4.1-mini	8.9	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-001_20260216_161419
gpt-5.1	10.7	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-001_20260216_161419
o4-mini	46.2	1	3	4	0.75	0.25	0.75	0.1875	fan_out_fan_in_topology_MS-001_20260216_161419
gpt-5	154.5	4	1	5	0.2	0.8	0.2	0.16000000000000003	fan_out_fan_in_topology_MS-001_20260216_161419
gpt-4.1	9.7	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
gpt-4.1-nano	10.0	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
